# Sensor Street 20, Islamabad, Pakistan (Citizen Science project sensor.community/90109)
# https://aqicn.org/station/@511660/
# Daily pm25
date,min,max,median,q1,q3,stdev,count
2026-03-04T00:00:00.000Z,20.25,324.75,78.33,54.4,100.67,39.037,1256
2026-03-05T00:00:00.000Z,8.25,560.4,67,43.4,93.33,48.965,1357
2026-03-06T00:00:00.000Z,3.6,282,54.8,49.4,70.59,31.207,1348
2026-03-07T00:00:00.000Z,32.4,385.8,86,72,114.25,48.577,1237
2026-03-08T00:00:00.000Z,17.75,304,68.4,44.8,109.84,59.764,1244
2026-03-09T00:00:00.000Z,6.4,242.5,40.5,31.25,53.1,39.638,845
2026-03-10T00:00:00.000Z,1,312.75,71.88,53.55,99.67,45.047,1340
2026-03-11T00:00:00.000Z,10,186.5,45,35.25,61,20.837,1163
2026-03-12T00:00:00.000Z,12.8,459.67,46.8,30,58,40.751,1326
2026-03-13T00:00:00.000Z,1,347.5,28.6,17.3,48,40.226,1261
2026-03-14T00:00:00.000Z,1.75,263.25,45.8,23.9,56,33.31,1348
2026-03-15T00:00:00.000Z,0.8,60.2,19.8,15.8,24.2,7.612,1147
2026-03-16T00:00:00.000Z,2.2,217.5,22,13.4,48.55,31.226,1304
2026-03-17T00:00:00.000Z,1.75,257,42,28.75,61.33,34.425,1167
2026-03-18T00:00:00.000Z,2,482.6,27.4,19.2,43.63,39.246,1152
2026-03-19T00:00:00.000Z,10.5,193.5,48.55,43.6,54.5,18.083,1280
2026-03-20T00:00:00.000Z,4.8,143.75,33,24.55,41.25,21.437,1228
2026-03-21T00:00:00.000Z,7,368,39.79,33.25,50.23,46.355,1217
2026-03-22T00:00:00.000Z,3.25,176.75,40.2,27.75,56,24.537,1276
2026-03-23T00:00:00.000Z,0,205,30.2,23,39.2,30.132,1327
2026-03-24T00:00:00.000Z,0,234.75,35.4,19.75,46,32.302,1241
2026-03-25T00:00:00.000Z,5.2,242.5,29.25,18.2,42.2,30.729,1254
2026-03-26T00:00:00.000Z,4,157.5,29.8,23.75,40.5,11.909,1304
2026-03-27T00:00:00.000Z,2.4,216.5,29.8,13.6,45.2,29.195,1117
2026-03-28T00:00:00.000Z,3,155.25,27.25,19.45,34,15.938,1353
2026-03-29T00:00:00.000Z,1,195,25.25,11.8,37.8,17.755,1311
2026-03-30T00:00:00.000Z,0,68.75,25.4,17.68,31.8,11.675,1349
2026-03-31T00:00:00.000Z,0,178.5,37,17.75,45.6,21.921,1359
2026-04-01T00:00:00.000Z,3.6,233.25,42,31.78,50.8,31.353,1348
2026-04-02T00:00:00.000Z,4.5,211,41.78,32.79,50,24.416,1356
2026-04-03T00:00:00.000Z,0,179.75,14,9.25,27.4,20.711,1361
2026-04-04T00:00:00.000Z,0.25,220,16.39,9,27.8,16.594,1360
2026-04-05T00:00:00.000Z,1.5,223.5,23.1,14,34.6,21.846,1366
2026-04-06T00:00:00.000Z,0,414.5,19.45,14.4,29.1,39.511,1348
2026-04-07T00:00:00.000Z,0,116.33,20.6,13.6,26.6,10.071,1365
2026-04-08T00:00:00.000Z,0,176.25,18.2,10.8,44.25,29.622,1363
2026-04-09T00:00:00.000Z,3,163.25,30,11,48.55,25.425,1304
2026-04-10T00:00:00.000Z,0.75,184,22,14.2,34,15.923,1359
2026-04-11T00:00:00.000Z,1.4,96.67,25,16,37.79,13.945,1353
2026-04-12T00:00:00.000Z,3,482.25,37.4,18,49.4,37.613,1363
2026-04-13T00:00:00.000Z,1,301.25,40.7,26,57.5,32.576,1302
2026-04-14T00:00:00.000Z,8,261.75,49.2,24,72.75,39.739,1289
2026-04-15T00:00:00.000Z,4,208.75,37.6,20.5,56.6,33.75,1001
2026-04-16T00:00:00.000Z,1,192.75,20.75,14.5,29.75,19.064,1227
2026-04-17T00:00:00.000Z,2.25,74.25,22.4,13.75,30.8,11.241,1361
2026-04-18T00:00:00.000Z,0,148.5,19.6,12.75,30.6,15.167,1359
2026-04-19T00:00:00.000Z,0,122.67,36.2,15.5,44.6,20.043,1358
2026-04-20T00:00:00.000Z,0.2,253.75,27.25,14.8,43,30.281,1335
2026-04-21T00:00:00.000Z,4,229,37.5,18,51.2,30.931,1359
2026-04-22T00:00:00.000Z,1.4,619.6,25,15.4,55.6,49.705,1231
2026-04-23T00:00:00.000Z,0,135.33,21,17.25,29.75,10.695,1292
2026-04-24T00:00:00.000Z,2,70.2,18,14.5,24.5,7.012,1302
2026-04-25T00:00:00.000Z,3.4,112,23.5,13,33.5,13.743,1310
2026-04-26T00:00:00.000Z,0,199,28.5,14,43,20.596,1363
2026-04-27T00:00:00.000Z,0,577.2,29.4,23,46.4,55.84,1339
2026-04-28T00:00:00.000Z,1,63.4,21.25,12.68,29.1,10.102,1357
2026-04-29T00:00:00.000Z,0,75.5,21.25,8.6,32.25,14.547,1365
2026-04-30T00:00:00.000Z,5.2,101,20,15.25,30.25,11.069,1354
2026-05-01T00:00:00.000Z,0.8,228,40.2,24,54.6,26.212,1344
2026-05-02T00:00:00.000Z,0,197,19.2,13.25,29.55,24.461,1356
2026-05-03T00:00:00.000Z,1.8,105,29.78,11.4,44.2,20.622,1346
2026-05-04T00:00:00.000Z,0,252.25,33.79,18.75,45.9,24.841,1337
2026-05-05T00:00:00.000Z,0,253.25,32,11.4,43.4,32.208,1331
2026-05-06T00:00:00.000Z,0,189.75,30.75,19,40.2,16.583,1360
2026-05-07T00:00:00.000Z,6.4,98,36.2,30.5,48.4,13.751,1350
2026-05-08T00:00:00.000Z,18,297,65.2,55.6,77.4,16.198,1331
2026-05-09T00:00:00.000Z,24.4,153.25,75,65.59,90.25,16.693,1349
2026-05-10T00:00:00.000Z,2.75,211.25,79.8,30.5,98.6,34.618,1346
2026-05-11T00:00:00.000Z,0,275.5,32.79,23.1,40.4,19.604,1336
2026-05-12T00:00:00.000Z,4.8,223,31.63,20.75,48.4,25.964,1346
2026-05-13T00:00:00.000Z,6.25,225.5,33.75,28.2,50.4,34.328,1206
2026-05-14T00:00:00.000Z,2.25,176,20.1,11.75,40.4,24.197,982
2026-05-15T00:00:00.000Z,4.25,139.33,28.88,19.2,38.2,15.42,1122
2026-05-16T00:00:00.000Z,3,167.5,38,18,47,20.002,1329
2026-05-17T00:00:00.000Z,0.2,327,43.5,17.2,55.5,37.391,1349
2026-05-18T00:00:00.000Z,1,186.75,28.23,17.8,39.25,21.375,1226
2026-05-19T00:00:00.000Z,4.59,140,37.75,21.6,56.8,23.373,1258
2026-05-20T00:00:00.000Z,0,131.33,19.5,11.5,32.25,21.523,1337
2026-05-21T00:00:00.000Z,0.75,106.67,11.8,9,16.39,8.633,1346
2026-05-22T00:00:00.000Z,0,383,20,11.2,47.8,37.127,1302
2026-05-23T00:00:00.000Z,0,202.25,12,7.6,33,21.532,1327
2026-05-24T00:00:00.000Z,0,504.6,26.5,13.2,45.4,40.748,1342
2026-05-25T00:00:00.000Z,0,147.66,21.63,7.8,41.8,21.426,1334
2026-05-26T00:00:00.000Z,0,346.8,36.25,6.8,55,39.436,1351
2026-05-27T00:00:00.000Z,0,428,24.2,10.6,66.4,59.375,1351
2026-05-28T00:00:00.000Z,0,762.83,26.67,10.6,68.2,52.234,1335
2026-05-29T00:00:00.000Z,15,175.75,45.9,30.6,65.25,21.93,1294
2026-05-30T00:00:00.000Z,8.4,172.75,28.5,23.5,37.75,14.129,1348
2026-05-31T00:00:00.000Z,6.4,40,22.5,19,26.75,5.625,1343
2026-06-01T00:00:00.000Z,10.25,159.25,34.25,31,42.5,21.967,1278
2026-06-02T00:00:00.000Z,13.5,47.4,33.4,31.8,36.1,3.89,593
